idx,question_id,heuristic_label,model_label,confidence,correct_label,title,content_preview
6336,psy525_107866,2.9,1.6,0.144,,"这几个月一直睡不好觉,这十几天每天晚上失眠","你好,我这几个月一直睡不好觉,这十几天每晚都失眠,在阜阳市医院看了两次没什么效果,在合肥一家精神病医院看一次拿了点药吃了效果还可以,这十多天又失眠睡不着了,在阜"
1587,psy525_102045,1.6,1.6,0.149,,现在很难过,最近发挥总是失常自己对自己很不满意感觉有实力缺发挥不出来精神上紧绷还老是失眠自己对自己超级不满意老师我该怎么调节自己的心态我很想让自己的真实水平都发挥出来
6234,psy525_107724,1.13,2.1,0.149,,不清楚怎么样才能让自己不胡思乱想,我想说的话很多但是却没有地方能够表达没有目标自卑自责我真的不想放弃我自己
5102,psy525_106275,2.1,2.1,0.495,,"闪婚两年,和老公无共同语言,无数次想离婚,可有宝宝了舍不得,煎熬无比,不知该怎么办?","我是个性格活泼开朗,幽默搞笑的女孩,大学毕业后异地跟男友被迫分手,之后处过几个男朋友,都觉得不满意,后边遇到现在老公,他是典型工科男,沉闷古板,毫无幽默感,脑子"
5730,psy525_106986,1.13,1.17,0.232,,爱是什么心又是什么,我觉得我没有爱对任何人任何事都冷淡对待我有幻想症自卑症
2513,psy525_103316,1.15,1.2,0.111,,回避异性亲密关系,"感觉自身很回避异性亲密关系的建立,即使有欣赏喜欢的异性,在没有建立亲密关系之前就开始回避。自身很矛盾,一方面渴望和对方更进一步,又时刻保持着距离。"
915,psy525_11115,3.5,3.5,0.132,,怎么样才能放下仇恨,"你好这件事情已经发生在三年前了。三年前的一天我去邻村的一个篮球场打篮球,有一个人投球的时候不小心投到了我的脸上,那天我心情也不好,又拿球朝他砸了过去,并且骂了他"
8071,psy525_109891,1.3,1.3,0.452,,感情问题求解答,"目前的状况就是离婚半年一直放不下老公,心里一直有他,离开他觉得我做什么事都没有意义,觉得自己心里有病,脑子里全是老公的影子,请问这是忧郁症吗?"
8200,psy525_110035,2.3,2.7,0.147,,17岁男问题随在求大神解答,问题所在夏天不洗澡!偶尔洗澡要几个小时!老是在身上搓汗泥积累起来玩晚上不睡觉早饭不吃上厕所几个小时裤子脱上脱下反复动作多!说话很小声什么原因呢求大神权威专家解答
4030,psy525_105102,2.6,2.2,0.129,,心伤难愈的我,"我有一段伤心的小学经历,这6年里,我几乎天天被人嘲笑,他们说我胖,丑,还破了相。最难受的时候曾经想从高楼跳下。上中学了,没有人嘲笑我了,可我还是敏感,自卑,在意"
547,psy525_10704,3.2,1.3,0.306,,"我被老公的表哥一家打了,我老公不管,他回家了我和宝宝在娘家也等不来他,不是一次了。我想自杀解脱","我和老公经人介绍认识,因为都想找个人结婚,我们相处后觉得还不错就结婚了,现在有个一岁多的儿子。老公家有一个姐姐,我是结完婚才知道他父母多么偏疼他姐姐。他姐出嫁了"
5575,psy525_106806,1.2,1.2,0.301,,婚姻的生活没灵魂,"夫妻双方没有共同的沟通语言,坐在一起沟通的时间都没有,他什么时候都握个手机不放。我说一些问题也不回答也不反驳,冲他发脾气会直接走丢。不知道这样的婚姻还该继续不"
1075,psy525_11290,1.6,2.1,0.149,,家里人觉得我有心事可我觉得我没有,"最近半年一直睡不好觉有时还会经常性失眠,一到晚上心里胸口就堵的慌,家里人都说我想事情有心事压力大,可我觉得我没有。"
4947,psy525_106110,3.5,1.17,0.137,,我爸坏我我现在感觉和难受,老师你好我爸心情不好的时候跟我说话就明着是正常说话实则发泄自己的不满前几天我惹我爸生气了今天我爸跟我说外面人愿意怎么骂就怎么骂跟你没关系外面人说打你就让他打你不
386,psy525_10528,1.6,2.1,0.144,,我老公最近老失眠,"我老公这几天每晚睡两三个小时,他说他自己也控制不了,总说自己因为生了一场病后大彻大悟了,想的更开了,脱胎换骨了,想了很多以前自己做的事,现在很放松,他以前话不是"
2947,psy525_103828,3.2,2.1,0.458,,我是不是点抑郁症,"自己喜欢阴暗的角落,平时也不怎么出门,因为怕碰见熟悉而又陌生的人,见到这种人心里就有一种紧张,害怕,焦虑的感觉...因为自身有缺陷,所以一直很自卑,好想自杀但是"
985,psy525_11190,1.7,1.17,0.150,,"我老是喜欢揪着一件小事不放,心里特别难受烦躁","我总是会因为一件小事而过不去,老是揪着这个问题不放,就希望这个问题按照我的意愿马上得到解决,如果没有得到解决我就会一直去想,然后越想越烦躁……我是不是得了什么心"
8175,psy525_110009,1.1,1.17,0.166,,"以前迷上网游,现在不玩了。现在感觉不真实,好想梦中一样。好想摆拖这中状况。严重影响到我的学习。","帮我走出困绕,找到真实的自我。"
7180,psy525_108920,2.2,2.2,0.139,,不知道自己是否喜欢男友,"和男友网络认识,觉得挺有感觉,后来确认关系了,谈了两年才见面。期间他不肯发照片,也不愿视频,可能本身就自卑吧。我自认为条件不错,外貌中上,身高172,正常身材,"
2002,psy525_102667,1.3,1.3,0.579,,郁闷聊天惹得祸,我担心他老婆真跟他离婚.我不希望他离婚
8277,psy525_110114,1.2,1.2,0.500,,"为工作太较真,但是说话太直,不会占队和取悦老板娘","之前进工厂干品质工作,后面转行干文职,采购,跟单,行政都干过,现在又到工厂干回品质了,每次都觉得干品质很烦,烦的是为了客户退货在客户和自己厂里的部门之间争吵,今"
5631,psy525_106869,1.3,2.1,0.128,,生活过得很痛苦,"被喜欢的女生冷漠对待,内心很痛苦,父母希望我学的很好,做第一,拿国家一等奖学金,很痛苦,我很喜欢画漫画,但现实却又不允许,现实很窘迫,自己却无能为力,什么都做不"
1734,psy525_102272,1.15,1.17,0.130,,人格尊严对于人的重要性?,"我在9岁到13岁的4年时间里,因为被老师提问到讲坛上写单词,不会写,英语老师就用棍子打头,就这样,打了4年,身心受到极大伤害。"
2449,psy525_103238,1.8,2.1,0.146,,"家长都是希望给孩子最好的条件,但是确实陪伴孩子少,孩子缺乏关爱,非常敏感,极力讨好别人关","家长都是希望给孩子最好的条件,但是确实陪伴孩子少,孩子缺乏关爱,非常敏感,极力讨好别人关注他,人际关系处理不好了。恶性循环,打击越来越大"
476,psy525_10627,1.9,2.2,0.144,,和男友提出分手后我不知道是胸口很痛还是胃疼。总是不舒服,"我们在一起四年了。我大他九岁。还有个孩子在上高中了。因为年龄相差太大。而且感觉他不爱我。所以提出来分手,他搬走之后见过两次面。后来我就一再胃疼胸口疼。不知道为什"
5393,psy525_106592,1.3,1.3,0.149,,"女儿23岁交往的男朋友,自负,自大怎么办","我女儿找的对象我不满意,不想让他们谈怎么办,多次给女儿交流可是她像中邪一样不听反而对男孩百般照顾,对父母不敬,很伤心怎么办啊"
6671,psy525_108298,2.7,2.7,0.126,,不知道我是怎么了,"也说不清是不是喜欢我前面的那个男生,上次宿舍的人说我有喜欢的人了,我脸红了,她们说他,我也不承认,但她们说我脸都红了,我其实也不知道,但就算喜欢,我也不想让她们"
7995,psy525_109805,1.3,1.9,0.135,,"内心纠结,注意力不集中","跟前妻离婚一年,交了几个女朋友。想前妻还是很多。总拿现女友,和前妻比,我知道这样不对。分手了,对现女友不公平,也不能过一辈子。老师怎么能忘记"
4826,psy525_105983,1.7,1.17,0.253,,莫名其妙紧张,"不知道为什么,一到高端的地方就莫名的紧张,比如高端酒店,装修豪华的饭店,时尚理发店等等,一到这些看起来高大上的地方感觉拘束,放不开,怎么办?"
1115,psy525_11339,2.1,2.1,0.213,,"女儿太恋母,太恋家","女儿现有7岁8个月了,但从小对母亲太过依恋,听到母亲要晚些到家都会多次打电话催促,一定要询问几点到家,如果到点不到家就开始闹;如果听到母亲要出差的话都会大哭大闹"
1992,psy525_102654,1.3,1.3,0.318,,我不知道我男朋友到底爱不爱我。,"我们每次吵架都是我先道歉,他特别喜欢跟别的女的聊天,我上班晕倒被送到医院,给他电话让他来看我,他说单位不给请假,我大姨妈来肚子疼让他给我揉揉肚子,到杯热水他宁愿"
140,psy525_10256,1.4,2.1,0.128,,"总感觉没有朋友,是我要求太高还是我真的没有朋友?","我平时也不喜欢喝酒打牌,所以感觉没有朋友,比如过年吧,主动联系我的人不多,要是大家一起聚会了,也会通知我,真心的朋友也有,难道是我内心里好强的心理在作怪?很矛盾"
6463,psy525_108036,1.7,1.8,0.128,,我问女朋友想我吗?她每次就嗯一声,我每次问她想不想我她就嗯一声然后就去做别的事了我跟她说我想她了她也就嗯一声就没了我不敢问她我为什么这样因为我要是问了她又会说我不信任她什么的我感觉她对我忽冷忽热
1028,psy525_11237,1.1,1.1,0.219,,爱情受到阻碍!,"我大学还没有毕业,我女朋友高中毕业就出去工作了,我家庭劝说我分手,我决定要坚持下去,但是我女朋友压力很大,因为我们俩被她的弟弟看到了,她小学的弟弟把事情全都说了"
5623,psy525_106861,1.7,1.8,0.135,,"不知道怎么与人交流,人际关系处理不好。","人际关系紧张,找不到与人交流的话题,有时很自卑觉得什么都比不上别人,不懂拒绝,觉得很多人都争对自己。"
4077,psy525_105160,3.5,2.1,0.114,,我被心理医生强制催眠不让醒的事,"现在的我已经饱受两年的精神和心理上的折磨,每天都被别人特意请来的心理医生折磨着,与我不见面的沟通,我能听到的声音很清楚,我想的他们都清楚,总是要不停的让我不能想"
5349,psy525_106542,3.4,1.8,0.140,,我最讨厌的人,"她是我高中同学,脾气特别不好。我只要犯点小错,她就大发雷霆。她后来联系我,先是骗我借银行帐户,没有办成,她就反复说一些特别难听特别伤人的话,把我气得病发,她倒说"
1986,psy525_102646,1.7,1.3,0.143,,"很多事让我不信任婚后的老公,现在快崩溃了","发现老公手机里加过很多妓女,也偷着出去过,就是死活不承认不改,这样的话,我就经常查他手机,他就说我不信任他,不想过了,其实我也很累,请问咨询师,怎么才能解决我们"
7164,psy525_108902,2.8,1.17,0.133,,"我失眠多年,服用多种药物,效果不理想,想用催眠治疗","我失眠多年,服用多种药物,效果不理想,想用催眠治疗"
2750,psy525_103586,1.17,1.17,0.340,,我心里浮躁,"心情莫名其妙会发火看到孩子就想责骂,思想消极。"
1258,psy525_11496,1.3,1.3,0.640,,"父母吵架闹离婚,我心情不好,不知道该怎么劝好他们","我13岁,父母半夜吵架,因为爸爸情人节夜不归宿,去应酬,妈妈生气,爸爸也很倔,我装睡着,装做什么也不知道,现在妈妈不回家了,我该怎么办,才能让父母和好啊?"
5944,psy525_107308,2.5,1.17,0.122,,心里很痛苦,"总是说一些后悔的话,做一些后悔的事,心里特别恐慌,特别压抑,压力很大"
7836,psy525_109633,2.8,1.9,0.410,,老公出轨我接受不了,"我老公出轨了,我们之前感情很好,我特别依赖他,发现他出轨,和我说了实话我第一时间发疯的闹,过去两个月了,老公现在对我无微不至的好,可我就是想不开,总想问他们到底"
2671,psy525_103497,2.2,2.2,0.392,,"焦虑不安,紧张头疼","2次咨询1好评公开提问最近一直在忙模拟法庭和考研学校的选择,然后就是昨天从一个学姐那买了资料,但觉得有点不值,然后就开始揪心,半夜浑身是汗醒过来。这种情况每隔半"
2716,psy525_103547,1.7,1.17,0.291,,"紧张,发急,控制不了自己的情绪","做事老是紧张,想把事情做好,心里难受,觉得自己没用"
5440,psy525_106646,1.8,1.17,0.241,,排斥和不熟悉的人社交,"感觉自己身边的人和事都乱糟糟的,不想和别人交流。有时候也想自己出去走走但是一出去就后悔了,所以就在晚上想象着自己已经出去了。"
7337,psy525_109092,2.8,1.2,0.204,,请你们帮帮我,上初三的儿子叛逆网瘾脾气暴躁
2934,psy525_103811,1.9,1.9,0.215,,我要咨询一下,"你好老师,我就有一回到离我住的地方有一点远,在我住的城市,你说就从我认为的建设路北就没状态,南就有,完了在北住的人就不能和他们搞对象,南才行,但是现在搞对象的人"
8156,psy525_109984,1.7,1.3,0.149,,"远嫁,让我感到非常的心累","我该怎么办,放手吗?请老师帮忙"
1227,psy525_11463,1.16,1.2,0.302,,"我儿子20岁在外面借了好多钱,还和我们说谎,我们该怎么办","我儿子在交警队上班,他在单位住的多,两年时间在外面借了好多钱,还有高利,我们知道了有高利被他爸打了一顿,敢走了,后来听别人说还有好多外债,找回来之后还不说实话,"
328,psy525_10469,1.17,2.2,0.120,,"岳母不在家,岳父就血压升高","岳母不在家,岳父就血压升高,给孩子打电话求救,甚至称自己不行了,情况发生的已有许多次,搞得孩子们都无法正常生活,赶到现场又没有任何症状!多次去医院也无明显症状!"
838,psy525_11032,2.4,1.9,0.178,,被不喜欢的相亲对象表白怎么办,"本人23岁,过年前10天被异地恋2年的前男友以我不是个合适的结婚对象理由分手,伤心欲绝了2个星期后,好朋友看不过眼给我介绍了一个各方面条件都还不错的男生。和前男"
2961,psy525_103842,1.7,1.7,0.139,,孩子上学的事,"我儿子上初中一了,在这个学校感觉有压力,非要转学,我该怎么办?"
7667,psy525_109448,2.8,1.1,0.131,,"所以希望你们能够帮我让他认清他比我没用的事实,只有这样他才会真正给我自由不会再严格管我。","我父亲一个月赚的钱不到一千而且工资都几乎都花在他抽烟和赌博上面,我和弟弟的学费,生活费全靠爷爷和后妈提供。我觉得他比我没用为何还要管我?他长期侮辱我是狗是屎而且"
1727,psy525_102260,1.16,2.1,0.140,,"一个17岁读高三的女儿,最近这几天总是疑神疑鬼,做出一些奇奇怪怪的举动","一个17岁读高三的女儿,最近这几天总是疑神疑鬼,做出一些奇奇怪怪的举动,说着奇奇怪怪的话,她姐姐吼完她或者和她聊完天就能正常一会,然后她姐姐一下没看住又开始疑神"
3972,psy525_105037,1.7,2.1,0.130,,"男方癌症转移,还网上找女友怀孕打证。是死亡焦虑吗?","我与男方八年了,没证,有一个女儿七岁。八年来男方一直在网上找,八年不付抚养费。我们分居两地。去年,男方肺癌手术后,我毎月供他三千元营养素吃。他向新女友隐瞒癌症,"
657,psy525_10822,2.8,1.3,0.263,,离婚但我后悔了,"离婚????但我后悔了**********:17青音微社区部落您好,去年12月份离婚,主要原因他赌博欠下上百万外债,可家里人劝说只要他改正还可以继续。结婚7年,"
2931,psy525_103807,1.15,1.17,0.256,,有点感觉自己异性癖,我想确定下自己是不是有异性癖
4817,psy525_105974,1.3,1.2,0.130,,"多年来反常表现,我得了性格缺陷心理疾病,我的家人也如此,现在对未来失去信心","希望得到老师的指点,得了这种病需要注意什么,如何缓解"
4985,psy525_106150,3.4,1.3,0.246,,"生气时有暴力倾向,性格不稳定,抑郁症","和恋人吵架时,摔东西,说话大声,像个泼妇。不喜欢外出"
2734,psy525_103565,1.16,1.3,0.124,,孩子叛逆不回家,"我儿子初一!现在不愿上学,还不回家!他爸脾气不好!孩子开始在说说了,恨我们!嫌弃我们!他爸打他,我唠叨他!现在不愿意回家!"
8166,psy525_110000,2.7,1.17,0.222,,有针对儿童强迫症的心理咨询吗?,有针对儿童强迫症的心理咨询吗?
8088,psy525_109912,2.5,2.5,0.139,,心理压力很大,"总是会说一些后悔的话,做一些后悔的事,心里很痛苦,很压抑,很恐慌,特别难受,很痛苦"
6347,psy525_107880,2.7,2.1,0.132,,"儿子四岁,不爱和人交流,语言能力弱,","儿子小班,不爱交流,喜欢独自一人,行为比较刻板,每天要做固定的几件事情,顺序不会乱也不会遗漏。最爱绿色蓝色,画画不听指令就要画绿色蓝色,对数字很敏感喜爱,会重复"
1401,psy525_101785,1.7,1.8,0.137,,"男朋友在外面有女人,现在他都不愿意管我,跟我在一起没有一句话,而且动不动就说我让他在外面这样的","不管他怎么伤害我,我却离不开他,而因为他的一次对不起我,现在我总是不相信他,就算得到证实还是相信不了他,可又因为爱他,放不下,而选泽继续呆在一起,好累,不想这样"
5397,psy525_106599,1.9,1.2,0.132,,"一个成熟又特别有爱男友,对我特别好,几番帮助我,而我总因为自身原因让他伤心失望,自己又老是心口不一,","相识八个月,每天都有信息,都是他主动,帮助我支持我,甚至一遍遍地为我收拾烂摊子,今天本来打算一起去做昨天商量好的事儿,因为我起床晚了,手机因为没充电一直关机,1"
1460,psy525_101858,3.3,1.17,0.122,,"歇斯底里的吼叫,大哭,打人砸东西是心理疾病吗?","易怒,不顺心时,被人欺骗时,或者被冤枉受委屈时。会歇斯底里的吼叫,大哭不止,会骂人动手打人,砸东西,会自残,常多疑,胡思乱想,平时遇事多联想,爱哭,自己情绪和举"
8123,psy525_109951,1.14,1.17,0.140,,"恋母情结,幻想妈妈","想改变自己,天天幻想手淫伤身体"
5827,psy525_107132,2.8,1.1,0.215,,"亲子关系,青春期","12岁男孩,预初,青春期逆反,厌学,迟到,网瘾,不尊重家人,和家人沟通交流极差,嘴上经常挂着烦死了,和你们说也说不通。希望找到根源,改善亲子关系,让他好好学习,"
5801,psy525_107096,1.16,2.1,0.140,,"女儿在学校不听管教,任何老师要这样她却非要那样","女儿在学校不听管教,主要问题:任何老师要这样她却非要那样"
399,psy525_10545,1.1,1.1,0.128,,"我总是胡思乱想,把别人想的很坏,很难去信任别人怎么办","1.朋友说要帮我删除无用的信息,看了我的手机微信,当时并无在意,当时有个聊的很有好感的网友,是个大叔,我跟她说起这个大叔,她希望能看看我们的聊天,我觉得很奇怪,"
4078,psy525_105161,3.5,2.1,0.141,,被心理医生催眠控制了不让醒,"现在的我已经饱受两年的精神和心理上的折磨,每天都被别人特意请来的心理医生折磨着,与我不见面的沟通,我能听到的声音很清楚,我想的他们都清楚,总是要不停的让我不能想"
7267,psy525_109015,2.7,2.7,0.300,,怎么解决多动症,"我家孩子,今年九岁,自从上了一年级后,孩子在课堂上经常会控制不住自己,乱动,下座位等举动,当时觉得孩子还小,慢慢来,大点就会好一点。二年级时,下座位的情况没有了"
3,psy525_10110,2.9,1.1,0.139,,我弟弟在家耍了七八年都不出去挣钱怎么办,"我弟弟从读书毕业打了一年工然后就没出去过了,一直和父母生活也不出去挣钱,天天只知道玩游戏睡觉,还经常和父母吵架,就算没有游戏他也一个人在家和小猫玩窦能玩一天,他"
8086,psy525_109909,2.9,1.17,0.122,,孩子的世界只有自己与外人无语言上沟通,孩子整天躺在床上不说话跟哑巴一样!也不吃饭想让他开口怎么办
1834,psy525_102437,1.2,1.2,0.172,,"讨厌现在的生活,大家都是勉强生活的吗","小时候家境贫寒,从小就很独立,胆儿也很大,我在北京念大学,现在大四,已经保研,但是不是很想念,大学里实习过很多次,做过很多兼职,也创过业,拿过很多奖学金,参加过"
4659,psy525_105794,2.4,1.17,0.139,,"对爱情没有安全感,噩梦总是梦到我们两个走到了尽头","不想再做噩梦了,一点安全感没有,痛苦中的梦一觉痛苦中醒来,被心痛疯狂占据所有精神,醒来先找找男朋友真的在不,分不清楚这噩梦的真假,心痛,再无暇顾及其它人事儿,其"
376,psy525_10518,3.4,1.9,0.138,,"事想不开,放不下,激端化想法了","爱人一个月前出轨了,想不通。离婚小孩怎么办?还有这么多年的努力都白费了。去杀了他,我能下得了手,小孩又怎么办,成了杀人犯劳改犯的儿子。二十年的打拼就这样没了。我"
3305,psy525_104248,2.7,1.9,0.131,,心里有问题,"已婚女人,但是内心总渴望自己找一个懂我关心我的知己,喜欢恋爱的感觉!在网上聊过几个,开始都聊的还行,没聊几天不知道喜欢还是习惯,别人发信息晚生气,不找我聊了心里"
6997,psy525_108722,1.7,1.8,0.143,,内心非常介意女朋友不是处,"跟女友相恋,我非常喜欢她但是她不是处我不是介意这个膜,我介意她对前任这种奉献现在心里很焦虑老师能给我解答下吗"
1456,psy525_101852,2.8,1.8,0.145,,表白被拒绝,"我向我女神表白,被拒绝了,现在我很迷茫,联系她我怕我实在骚挠她,不联系我自己难受。下面是拒绝我的原话:“说实话,我很依赖你能在我需要帮助的时候突然出现,我也知道"
5203,psy525_106385,1.6,2.1,0.129,,"我出轨了,老公知道后原谅了,但是我心里好难受,睡不着,失眠",可以删除一些记忆么?我好痛苦的?
1286,psy525_11525,1.3,1.3,0.483,,"女朋友说我爸妈过年没给他礼物,说我们全家都是坏人","我和她认识三年,去年夏天他来过一次我们家,今年过年我们家没给他买礼物她说我们全家都是坏人,我爸妈对她不好不重视她。怎么办"
5045,psy525_106216,2.9,1.8,0.142,,他到底怎么想的,"好了十几天,周六去他们那里玩,晚上在网吧通宵,周日去他家补觉,然后他妈突然回来了,没敢让他妈见,然后他让他妈去卧室,我们俩出去了,然后我就不理他,他问我怎么了,"
4789,psy525_105944,1.13,1.2,0.111,,"自卑,放不开不爱笑","跟过三个不同的领导。都对我说过:怎么不高兴一样?好像有什么心事??第三个说我放不开,不爱说话。我从小就有点自卑,我不爱笑一般。所以对熟悉的人对差不多的人很聊的来"
4846,psy525_106003,1.3,1.3,0.223,,我没有那么坚强,"我有一个按部就班的人生。但是我赌钱。输的一无所有。处了五年的女朋友也走了。欠了很多钱。没有朋友了。现在还拖累我的父母,我现在落后同龄人太多了。我开始自卑。她走了"
2993,psy525_103886,1.2,1.8,0.212,,"老是担心失去她,唯唯诺诺的去做好事,却让她常生气","提高情商与沟通,怎么正确的拿捏主次"
3319,psy525_104262,1.7,1.17,0.130,,梦见抱着一个会说话的女婴,"我梦中的的这人是我的邻居,女大学生。平时关系还不错经常一起玩。但是她出现在我梦中是一个婴儿,我从她床上把她抱走的时候她妈妈不知道,她没有穿衣服,不过是用包布包住"
7772,psy525_109565,1.9,1.17,0.149,,想咨询情感方面的问题,"男友是个摄影人,我最受不了他总给别的女人照相,为此闹矛盾,可他总在解释说是正常的,没有任何想法,但是我觉得我已经很漂亮了,也总给他当模特,照相就是一个玩,也不图"
3597,psy525_104584,3.2,2.1,0.137,,我是否有精神和心里方面的问题,"我经常会胡思乱想,有时候看到一些物和事就会想到自己身上,有时候晚上都睡不了觉,容易愤怒发脾气伤人自伤,砸东西,甚至想自杀。比如说我在工作的时候有人说我没做多少事"
8031,psy525_109846,2.9,2.1,0.141,,心里很痛苦,"前段时间单位给我调岗,新岗位的同事和领导很不友好,总是排挤和刁难我,我每天总是疲于迎合她们,很心累所以下班后才做点自己喜欢的事,回家有点晚,可我父母却跟单位请假"
3307,psy525_104250,2.7,1.17,0.109,,"不知对我是真,还是假,或者有着苦衷","她说.她的妈妈不让他早恋,可是还是跟我在一起了几个月,然后她说,被她妈妈发现了,她妈妈拿棍子打她,她妈说赶紧分了,她也死活不同意,于是跟我讲述了这些,她突然说出"
1629,psy525_102107,1.3,1.2,0.140,,"我有问题还是他有问题,还是都有?","相亲认识一个男生,声音温和,他家人说他内向,他自己也这样说,并承认自己不会谈恋爱,但是说话还算得体,没有一点男女之间的不好意思。此男在异地,微信联系我时,只聊几"
587,psy525_10747,2.8,2.1,0.177,,"我不知道还爱不爱他,是否应该和好","我今年大二,我和他在一起三年8个月多,中间分分合合,第一次分手是刚处了一个月他提出的,他喜欢上别人了,那个女孩不喜欢他,拒绝他了,我努力挽回,他又和我在一起,中"
3981,psy525_105047,1.3,1.8,0.131,,该继续还是放弃?,"在相亲活动上遇到一男,28,比我大半年,公务员,年收入10万左右,有车有房,相亲活动上他加了我的微信,可是没有聊过天,有一次我在群里发布爬山活动,他私聊我,我本"
6197,psy525_107675,2.8,2.1,0.142,,我该怎么办,24岁了我16年大学毕业17年2月份辞职后一直在家里没工作然后迷上了赌博第一次输了1W5家里帮我还了我答应好好工作的可是这次又赌博输了3W家里答应帮我还父母也被
2772,psy525_103623,2.4,2.2,0.183,,"对学校课堂抵触,夜晚经常做噩梦被惊醒!","由于在学校由于和同学的不愉快导致不想上学,在家修养了20多天,再回去时就开始浑身发抖体力不支,而且晚上总是做噩梦!是那种非常可怕的梦!时常夜里被惊醒多次!想请您"
5265,psy525_106451,2.9,1.2,0.220,,心里很难受,"前段时间单位给我调岗,新岗位的同事和领导很不友好,总是排挤和刁难我,我每天总是疲于迎合她们,很心累所以下班后才做点自己喜欢的事,回家有点晚,可我父母却跟单位请假"
1440,psy525_101829,2.8,2.1,0.122,,我该怎么办,从小成长环境就不好家庭不和睦本身也胆小很多时候天空都是灰暗的高中休学两年现在高二高一也没怎么上上学的时候也总是请假无法专心的学习自己的目标总是无法达成内心很痛苦
7665,psy525_109446,2.2,1.17,0.202,,"郁闷,怀疑人生。","家人都非常善良老实。不管别人怎么欺负他们都无所谓。别人把什么破事转嫁给他们,他们也非常高兴,觉得助人为乐。不管他们怎么做别人都要反咬他们骂他们做的不好,就算骂他"
7248,psy525_108992,1.9,1.9,0.381,,我也不知道,"我和她分手了,我想要挽回,昨天出了车祸,今天一大早就问我要不要紧,我开玩笑的问她可以算是关心吗?她说可以,然后还要我好好休息,我能挽回么?(分手是她提出来的)"
5432,psy525_106636,2.4,1.1,0.147,,两性心理迷茫,23岁男大学刚刚毕业看到很多两性影片中换妻虐待等行为很受刺激很自责感觉自己两性心理扭曲希望专家帮助解答一下
7687,psy525_109470,1.2,1.8,0.139,,不善于与别人沟通,"不善于和别人相处,沟通"
3890,psy525_104932,1.7,1.8,0.141,,我们还回得去吗,"我们现在,在QQ上每天只聊不到十分钟,她跟我说每天只能玩20分钟,可是我总觉得不对,跟我没聊的期间,她发了一条说说,内容是:是不是我在贱点,你就会更恨我。她把我"
2008,psy525_102676,1.9,2.1,0.234,,一天到晚胡思乱想,"我想一下我是怎么了是不是心里出现了毛病,前几个月我才刚离了婚,现在又和我老公住在一起了,可是我老公他让我留下来了,可是他却又说给我没有以前的感觉了,我以前不是很"
610,psy525_10770,3.4,1.3,0.228,,何去何从~求指点迷津!!!,"我是有过婚史的女人,今年四十了,第一次婚姻是父母包办的,可婚后俩人性格不合,经常吵闹,男的经常动手打人,我是属于那种娇小型的,每次被他揍得遍体鳞伤,婚后有一子,"
4818,psy525_105975,2.1,2.1,0.605,,分手后怎样更快走出这种悲伤,"和他分手了,不是不爱他,就是因为很爱他也为他付出那么多,但是波波折折一起经历一年多了,他还是不爱我,现在越来越不耐烦我,在一起也只顾着玩自己手机连话都懒得跟我说"
2925,psy525_103799,1.15,1.17,0.125,,喜欢穿女人的裙子和丝袜并且用绳子把自己捆绑起来。,请问我这是怎么了?性心理
382,psy525_10524,1.1,1.1,0.539,,"很要强,对自己期待值很高,觉得可以做到,但是不行,经常焦虑","1初三曾经因学习压力,想要快速成绩提高,反而没有效果。2.经常逃避问题,感觉压力大。3.以前成绩还好,后来有很大进步,但是进步原因是和朋友斗气,争强好胜。4.有"
1388,psy525_101772,1.15,1.17,0.145,,"我只能对她说,我会战至最后,我让你看看我会懦弱到什么程度。",谁让她曾经叫我不要靠近她2年。你知道我这2年压抑了我多少对她的感情吗?现在还有脸骂我遗憾大多数来自等待。她其实是在骂我不主动是我的男方的错。她让我不主动2年现在
5726,psy525_106982,3.3,2.1,0.138,,让父母失望的人,"我一只是个坏孩子,初中毕业后更是变本加厉的坏,离家出走,抽烟喝酒,自残,不好好上班,向往独立自由的生活,有时候却又不得不依赖家里的经济支持,不听父母的话,今年,"
6612,psy525_108221,2.9,1.8,0.147,,"孩子不爱说话,谁问都不开口","想问问孩子一直在他外婆家里生活,现在7岁偶尔我会带他回他爷爷奶奶家里玩,可是到家里谁问他话都不回答,不管怎么问,怎么叫他名字就是只会看着他,不开口说话,带去我朋"
483,psy525_10635,1.7,1.9,0.149,,总是忘不掉的画面,"我和老婆结婚10几年了,有个问题困惑了我们10几年,我们很相爱,当初结婚后,为了表明我的真心和坦诚,我把自己的初恋详详细细的和老婆说了,自此以后,老婆时时刻刻在"
4766,psy525_105916,1.7,1.7,0.137,,或许焦虑该怎么调整,跟老公闹矛盾他对我不闻不问我做不到该干嘛干嘛一颗心都是他看到他不理睬我真的好焦虑怎么客服
769,psy525_10956,2.1,2.1,0.481,,"您好!我妈妈得了中风多年,去年11月开始得了焦虑抑郁症","妈妈现在能自己行动,但有时血压高,脚发麻无力,晚上失眠,便秘,喜欢发脾气,骂人,不相信自己的亲人和医生,不配合吃药,吃药的说明书必须得经过她看过,我现在想知道,"
7145,psy525_108879,2.4,1.2,0.146,,女人到底该怎么活?,"到了我这个年龄老大不小了,上有老下有小,遇上个家暴的老公,到底该怎么走完人生路?"
2453,psy525_103245,1.15,1.17,0.139,,14岁女儿有性意识吗?,"只是想了解一下,14岁的女儿经常和爸爸睡一起,爸爸经常摸她,她为什么还要和爸爸睡,怎么想的?"
